Team1,Team2,Eff1,Eff2,Off1,Off2,Def1,Def2,SOS_Eff1,SOS_Eff2,SOS_Off1,SOS_Off2,SOS_Def1,SOS_Def2,Score1,Score2,Eff_Diff,Score_Diff,Winner
Cornell,Wisconsin,15.92,23.56,117.4,115.2,101.5,91.6,-0.66,8.69,101.2,107.9,101.9,99.2,87,69,-7.639999999999999,18,0
Duke,California,33.29,22.15,121.0,119.6,87.7,97.4,11.53,9.03,107.9,106.5,96.4,97.5,68,53,11.14,15,0
Villanova,Saint Mary's,21.24,18.59,117.2,116.5,96.0,97.9,10.03,2.72,108.7,105.4,98.7,102.7,68,75,2.6499999999999986,-7,1
Old Dominion,Baylor,17.51,24.95,107.8,119.2,90.3,94.3,3.17,10.59,105.0,108.3,101.9,97.7,68,76,-7.439999999999998,-8,1
Texas A&M,Purdue,21.33,22.05,112.6,109.8,91.2,87.7,11.51,8.81,109.4,107.8,97.9,99.0,61,63,-0.7200000000000024,-2,1
Michigan St.,Northern Iowa,20.13,18.87,112.8,109.6,92.7,90.8,9.03,4.08,107.5,105.7,98.5,101.6,59,52,1.259999999999998,7,0
Tennessee,Ohio St.,18.5,24.99,108.9,117.5,90.4,92.5,8.67,7.88,107.4,106.3,98.7,98.4,76,73,-6.489999999999998,3,0
Syracuse,Butler,27.62,22.45,118.5,111.0,90.9,88.5,8.62,6.85,108.5,106.7,99.8,99.9,59,63,5.170000000000002,-4,1
Xavier,Kansas St.,20.87,25.52,115.5,116.1,94.6,90.6,8.04,11.99,106.2,109.5,98.2,97.5,96,101,-4.649999999999999,-5,1
Cornell,Kentucky,15.92,26.54,117.4,114.9,101.5,88.3,-0.66,7.06,101.2,106.5,101.9,99.5,45,62,-10.62,-17,1
West Virginia,Washington,25.54,18.19,117.2,111.7,91.7,93.6,12.58,6.97,110.0,106.7,97.5,99.7,69,56,7.349999999999998,13,0
Purdue,Duke,22.05,33.29,109.8,121.0,87.7,87.7,8.81,11.53,107.8,107.9,99.0,96.4,57,70,-11.239999999999998,-13,1
Saint Mary's,Baylor,18.59,24.95,116.5,119.2,97.9,94.3,2.72,10.59,105.4,108.3,102.7,97.7,49,72,-6.359999999999999,-23,1
Michigan St.,Tennessee,20.13,18.5,112.8,108.9,92.7,90.4,9.03,8.67,107.5,107.4,98.5,98.7,70,69,1.629999999999999,1,0
Butler,Kansas St.,22.45,25.52,111.0,116.1,88.5,90.6,6.85,11.99,106.7,109.5,99.9,97.5,63,56,-3.0700000000000003,7,0
West Virginia,Kentucky,25.54,26.54,117.2,114.9,91.7,88.3,12.58,7.06,110.0,106.5,97.5,99.5,73,66,-1.0,7,0
Duke,Baylor,33.29,24.95,121.0,119.2,87.7,94.3,11.53,10.59,107.9,108.3,96.4,97.7,78,71,8.34,7,0
Butler,Michigan St.,22.45,20.13,111.0,112.8,88.5,92.7,6.85,9.03,106.7,107.5,99.9,98.5,52,50,2.3200000000000003,2,0
Duke,West Virginia,33.29,25.54,121.0,117.2,87.7,91.7,11.53,12.58,107.9,110.0,96.4,97.5,78,57,7.75,21,0
Butler,Duke,22.45,33.29,111.0,121.0,88.5,87.7,6.85,11.53,106.7,107.9,99.9,96.4,59,61,-10.84,-2,1
Ohio St.,UTSA,33.47,-5.32,125.0,101.8,91.5,107.1,8.82,-5.71,108.9,100.3,100.0,106.1,75,46,38.79,29,0
LIU Brooklyn,North Carolina,5.43,22.18,109.6,111.8,104.2,89.6,-6.02,11.14,99.7,109.9,105.8,98.8,87,102,-16.75,-15,1
Syracuse,Indiana St.,22.49,5.45,114.9,102.8,92.4,97.4,9.03,3.4,108.3,105.8,99.3,102.4,77,60,17.04,17,0
Kentucky,Princeton,25.82,9.09,117.8,107.2,92.0,98.1,9.81,-0.72,108.4,104.0,98.5,104.7,59,57,16.73,2,0
West Virginia,Clemson,20.11,18.16,114.9,109.6,94.8,91.5,12.7,6.99,111.0,106.7,98.3,99.7,84,78,1.9499999999999993,6,0
Marquette,Xavier,18.14,16.02,115.5,112.8,97.3,96.8,11.06,4.49,109.4,105.4,98.4,100.9,66,55,2.120000000000001,11,0
Washington,Georgia,21.69,12.24,117.7,108.2,96.0,95.9,7.21,5.83,106.9,106.2,99.7,100.4,68,65,9.450000000000001,3,0
Villanova,George Mason,17.83,18.3,114.9,114.1,97.0,95.8,9.07,2.06,108.3,105.0,99.3,103.0,57,61,-0.4700000000000024,-4,1
Hampton,Duke,-4.21,28.42,94.4,119.7,98.7,91.3,-10.7,8.43,97.4,107.3,108.1,98.9,45,87,-32.63,-42,1
Northern Colorado,San Diego St.,4.05,24.98,106.3,114.1,102.2,89.1,-2.41,7.48,102.4,107.6,104.8,100.1,50,68,-20.93,-18,1
Bucknell,Connecticut,6.57,23.93,105.8,115.8,99.2,91.9,-3.41,12.78,102.7,110.1,106.1,97.4,52,81,-17.36,-29,1
Oakland,Texas,13.31,25.93,118.6,115.5,105.3,89.6,2.01,7.61,106.0,107.5,104.0,99.9,81,85,-12.62,-4,1
Memphis,Arizona,6.98,19.65,104.5,117.4,97.6,97.8,2.11,7.69,104.8,107.7,102.7,100.0,75,77,-12.669999999999998,-2,1
Missouri,Cincinnati,15.54,19.41,113.4,111.1,97.8,91.7,6.5,6.23,106.9,106.8,100.4,100.6,63,78,-3.870000000000001,-15,1
Penn St.,Temple,14.88,16.84,113.1,110.5,98.3,93.7,12.46,4.04,110.7,105.5,98.3,101.5,64,66,-1.959999999999999,-2,1
Michigan,Tennessee,17.69,12.41,112.8,108.0,95.1,95.6,12.0,9.07,110.7,108.6,98.7,99.6,75,45,5.280000000000001,30,0
Kansas,Boston University,28.38,-0.5,118.9,103.4,90.6,103.9,7.75,-4.62,108.2,100.5,100.5,105.1,72,53,28.88,19,0
Notre Dame,Akron,23.25,4.09,120.9,103.7,97.7,99.6,9.92,-1.7,108.2,102.5,98.3,104.2,69,56,19.16,13,0
Saint Peter's,Purdue,2.73,24.79,95.2,115.9,92.5,91.1,0.88,10.16,103.2,108.8,102.3,98.7,43,65,-22.06,-22,1
Morehead St.,Louisville,7.01,22.26,105.6,111.4,98.6,89.2,-2.89,8.77,102.2,108.3,105.1,99.5,62,61,-15.250000000000002,1,0
Richmond,Vanderbilt,16.01,17.33,112.6,116.6,96.5,99.2,3.11,6.66,104.8,106.5,101.7,99.8,69,66,-1.3199999999999967,3,0
Georgetown,VCU,17.65,13.49,114.2,112.0,96.6,98.5,12.51,4.79,110.2,105.8,97.7,101.0,56,74,4.159999999999998,-18,1
Texas A&M,Florida St.,14.62,16.76,110.0,104.5,95.4,87.7,5.43,7.01,105.9,107.1,100.5,100.1,50,57,-2.1400000000000023,-7,1
UNLV,Illinois,17.75,20.14,110.6,113.3,92.9,93.1,5.99,12.29,106.2,110.6,100.2,98.3,62,73,-2.3900000000000006,-11,1
UNC Asheville,Pittsburgh,1.91,27.08,101.9,120.6,100.0,93.5,-3.97,8.17,101.1,107.6,105.1,99.4,51,74,-25.169999999999998,-23,1
UC Santa Barbara,Florida,3.15,20.61,103.7,115.8,100.5,95.2,0.29,7.73,104.1,106.8,103.9,99.1,51,79,-17.46,-28,1
BYU,Wofford,23.22,8.17,117.5,112.3,94.3,104.2,7.04,-0.59,106.8,104.0,99.8,104.6,74,66,15.049999999999999,8,0
Wisconsin,Belmont,25.84,18.48,122.3,112.6,96.5,94.1,10.81,-4.71,110.0,100.5,99.2,105.2,72,58,7.359999999999999,14,0
Kansas St.,Utah St.,17.42,19.32,111.1,111.2,93.6,91.8,9.23,-0.29,108.5,103.8,99.3,104.1,73,68,-1.8999999999999986,5,0
St. John's,Gonzaga,15.87,16.45,111.2,112.1,95.3,95.6,10.98,3.82,110.0,106.4,99.0,102.6,71,86,-0.5800000000000001,-15,1
Michigan St.,UCLA,15.08,13.57,109.5,108.7,94.4,95.1,13.7,6.92,111.0,107.3,97.3,100.4,76,78,1.5099999999999998,-2,1
Old Dominion,Butler,14.66,16.46,110.0,112.3,95.4,95.9,2.38,6.11,105.2,106.4,102.8,100.3,58,60,-1.8000000000000007,-2,1
George Mason,Ohio St.,18.3,33.47,114.1,125.0,95.8,91.5,2.06,8.82,105.0,108.9,103.0,100.0,66,98,-15.169999999999998,-32,1
Washington,North Carolina,21.69,22.18,117.7,111.8,96.0,89.6,7.21,11.14,106.9,109.9,99.7,98.8,83,86,-0.48999999999999844,-3,1
Marquette,Syracuse,18.14,22.49,115.5,114.9,97.3,92.4,11.06,9.03,109.4,108.3,98.4,99.3,66,62,-4.349999999999998,4,0
West Virginia,Kentucky,20.11,25.82,114.9,117.8,94.8,92.0,12.7,9.81,111.0,108.4,98.3,98.5,63,71,-5.710000000000001,-8,1
Duke,Michigan,28.42,17.69,119.7,112.8,91.3,95.1,8.43,12.0,107.3,110.7,98.9,98.7,73,71,10.73,2,0
San Diego St.,Temple,24.98,16.84,114.1,110.5,89.1,93.7,7.48,4.04,107.6,105.5,100.1,101.5,71,64,8.14,7,0
Connecticut,Cincinnati,23.93,19.41,115.8,111.1,91.9,91.7,12.78,6.23,110.1,106.8,97.4,100.6,69,58,4.52,11,0
Arizona,Texas,19.65,25.93,117.4,115.5,97.8,89.6,7.69,7.61,107.7,107.5,100.0,99.9,70,69,-6.280000000000001,1,0
Kansas,Illinois,28.38,20.14,118.9,113.3,90.6,93.1,7.75,12.29,108.2,110.6,100.5,98.3,73,59,8.239999999999998,14,0
Notre Dame,Florida St.,23.25,16.76,120.9,104.5,97.7,87.7,9.92,7.01,108.2,107.1,98.3,100.1,57,71,6.489999999999998,-14,1
VCU,Purdue,13.49,24.79,112.0,115.9,98.5,91.1,4.79,10.16,105.8,108.8,101.0,98.7,94,76,-11.299999999999999,18,0
Richmond,Morehead St.,16.01,7.01,112.6,105.6,96.5,98.6,3.11,-2.89,104.8,102.2,101.7,105.1,65,48,9.000000000000002,17,0
Butler,Pittsburgh,16.46,27.08,112.3,120.6,95.9,93.5,6.11,8.17,106.4,107.6,100.3,99.4,71,70,-10.619999999999997,1,0
Florida,UCLA,20.61,13.57,115.8,108.7,95.2,95.1,7.73,6.92,106.8,107.3,99.1,100.4,73,65,7.039999999999999,8,0
BYU,Gonzaga,23.22,16.45,117.5,112.1,94.3,95.6,7.04,3.82,106.8,106.4,99.8,102.6,89,67,6.77,22,0
Wisconsin,Kansas St.,25.84,17.42,122.3,111.1,96.5,93.6,10.81,9.23,110.0,108.5,99.2,99.3,70,65,8.419999999999998,5,0
Kentucky,Ohio St.,25.82,33.47,117.8,125.0,92.0,91.5,9.81,8.82,108.4,108.9,98.5,100.0,62,60,-7.649999999999999,2,0
North Carolina,Marquette,22.18,18.14,111.8,115.5,89.6,97.3,11.14,11.06,109.9,109.4,98.8,98.4,81,63,4.039999999999999,18,0
Arizona,Duke,19.65,28.42,117.4,119.7,97.8,91.3,7.69,8.43,107.7,107.3,100.0,98.9,93,77,-8.770000000000003,16,0
San Diego St.,Connecticut,24.98,23.93,114.1,115.8,89.1,91.9,7.48,12.78,107.6,110.1,100.1,97.4,67,74,1.0500000000000007,-7,1
Kansas,Richmond,28.38,16.01,118.9,112.6,90.6,96.5,7.75,3.11,108.2,104.8,100.5,101.7,77,57,12.369999999999997,20,0
VCU,Florida St.,13.49,16.76,112.0,104.5,98.5,87.7,4.79,7.01,105.8,107.1,101.0,100.1,72,71,-3.2700000000000014,1,0
Wisconsin,Butler,25.84,16.46,122.3,112.3,96.5,95.9,10.81,6.11,110.0,106.4,99.2,100.3,54,61,9.379999999999999,-7,1
Florida,BYU,20.61,23.22,115.8,117.5,95.2,94.3,7.73,7.04,106.8,106.8,99.1,99.8,83,74,-2.6099999999999994,9,0
North Carolina,Kentucky,22.18,25.82,111.8,117.8,89.6,92.0,11.14,9.81,109.9,108.4,98.8,98.5,69,76,-3.6400000000000006,-7,1
Arizona,Connecticut,19.65,23.93,117.4,115.8,97.8,91.9,7.69,12.78,107.7,110.1,100.0,97.4,63,65,-4.280000000000001,-2,1
VCU,Kansas,13.49,28.38,112.0,118.9,98.5,90.6,4.79,7.75,105.8,108.2,101.0,100.5,71,61,-14.889999999999999,10,0
Butler,Florida,16.46,20.61,112.3,115.8,95.9,95.2,6.11,7.73,106.4,106.8,100.3,99.1,74,71,-4.149999999999999,3,0
Kentucky,Connecticut,25.82,23.93,117.8,115.8,92.0,91.9,9.81,12.78,108.4,110.1,98.5,97.4,55,56,1.8900000000000006,-1,1
Butler,VCU,16.46,13.49,112.3,112.0,95.9,98.5,6.11,4.79,106.4,105.8,100.3,101.0,70,62,2.9700000000000006,8,0
Butler,Connecticut,16.46,23.93,112.3,115.8,95.9,91.9,6.11,12.78,106.4,110.1,100.3,97.4,41,53,-7.469999999999999,-12,1
Western Kentucky,Kentucky,-2.67,32.59,97.8,122.2,100.5,89.6,0.0,7.99,102.3,106.8,102.3,98.8,66,81,-35.260000000000005,-15,1
Lehigh,Duke,9.29,19.7,108.6,117.7,99.3,98.0,-5.57,8.18,100.3,107.3,105.8,99.1,75,70,-10.41,5,0
South Dakota St.,Baylor,11.62,21.29,113.7,116.0,102.1,94.7,-1.92,9.61,103.2,108.1,105.1,98.5,60,68,-9.67,-8,1
Indiana,New Mexico St.,22.55,11.22,120.2,109.3,97.6,98.1,8.41,-0.88,107.4,103.4,99.0,104.3,79,66,11.33,13,0
Wichita St.,VCU,22.36,13.45,116.1,106.9,93.8,93.5,3.97,0.53,105.1,101.9,101.2,101.4,59,62,8.91,-3,1
UNLV,Colorado,14.97,8.89,109.2,104.8,94.2,95.9,3.54,5.35,104.5,105.7,100.9,100.4,64,68,6.08,-4,1
Notre Dame,Xavier,14.22,12.59,110.9,108.7,96.7,96.1,6.94,7.24,106.4,107.4,99.4,100.1,63,67,1.6300000000000008,-4,1
Connecticut,Iowa St.,14.53,16.69,111.3,113.9,96.8,97.2,8.25,7.22,107.3,107.0,99.1,99.8,64,77,-2.160000000000002,-13,1
LIU Brooklyn,Michigan St.,0.75,27.87,108.7,114.7,107.9,86.9,-5.25,10.21,99.8,108.6,105.0,98.4,67,89,-27.12,-22,1
Norfolk St.,Missouri,-1.82,25.28,100.9,125.1,102.7,99.8,-6.31,5.8,100.3,105.7,106.6,99.9,86,84,-27.1,2,0
Marquette,BYU,20.22,12.79,111.5,106.3,91.3,93.5,8.24,1.31,106.6,105.1,98.3,103.8,88,68,7.43,20,0
Davidson,Louisville,10.65,20.67,112.0,106.2,101.4,85.5,-3.0,10.06,101.5,108.6,104.5,98.6,62,69,-10.020000000000001,-7,1
Long Beach St.,New Mexico,15.27,19.45,111.7,110.8,96.4,91.4,1.25,2.65,104.0,103.9,102.8,101.3,68,75,-4.18,-7,1
Colorado St.,Murray St.,8.17,15.34,111.9,108.5,103.7,93.2,4.39,-2.34,104.7,102.9,100.3,105.2,41,58,-7.17,-17,1
Virginia,Florida,15.85,22.47,105.2,120.4,89.3,98.0,4.05,7.18,105.0,105.4,101.0,98.2,45,71,-6.619999999999999,-26,1
Memphis,Saint Louis,21.9,21.2,114.2,111.9,92.3,90.7,5.1,4.36,104.9,105.0,99.8,100.6,54,61,0.6999999999999993,-7,1
UNC Asheville,Syracuse,5.5,26.04,110.4,117.7,104.9,91.7,-4.12,7.98,101.8,107.0,105.9,99.0,65,72,-20.54,-7,1
Ohio St.,Loyola MD,30.07,3.91,118.1,103.9,88.1,100.0,10.1,-2.7,108.9,101.8,98.8,104.5,78,59,26.16,19,0
St. Bonaventure,Florida St.,11.78,17.14,110.6,107.6,98.9,90.4,3.83,7.54,104.9,106.9,101.1,99.4,63,86,-5.360000000000001,-23,1
Wisconsin,Montana,24.09,6.76,113.7,103.7,89.6,96.9,8.8,-5.3,107.6,102.5,98.8,107.8,73,49,17.33,24,0
Vanderbilt,Harvard,20.9,14.34,115.6,108.8,94.7,94.4,8.48,-0.87,107.7,101.4,99.2,102.2,79,70,6.559999999999999,9,0
Cincinnati,Texas,16.03,15.9,109.5,112.9,93.5,97.0,6.9,8.45,105.7,107.8,98.8,99.4,65,59,0.13000000000000078,6,0
West Virginia,Gonzaga,13.56,18.39,111.4,113.1,97.9,94.7,8.32,2.08,107.3,104.9,99.0,102.8,54,77,-4.83,-23,1
Southern Miss,Kansas St.,10.83,17.52,111.2,109.8,100.4,92.3,4.41,7.98,104.7,107.0,100.3,99.1,64,70,-6.6899999999999995,-6,1
North Carolina,Vermont,25.44,5.17,116.1,105.3,90.7,100.1,7.41,-5.44,107.2,99.1,99.8,104.6,77,58,20.270000000000003,19,0
Detroit,Kansas,5.48,26.91,108.1,114.0,102.6,87.1,0.35,11.15,102.2,108.8,101.8,97.6,50,65,-21.43,-15,1
Belmont,Georgetown,16.96,21.05,117.1,111.2,100.1,90.1,-0.32,8.32,103.4,107.3,103.7,99.0,59,74,-4.09,-15,1
Ohio,Michigan,11.88,17.52,106.6,114.3,94.7,96.8,0.8,10.65,103.6,109.0,102.8,98.3,65,60,-5.639999999999999,5,0
South Florida,Temple,13.13,14.49,103.9,113.3,90.8,98.9,8.17,6.1,107.2,106.5,99.0,100.4,58,44,-1.3599999999999994,14,0
North Carolina St.,San Diego St.,14.22,11.16,112.1,107.0,97.9,95.8,6.22,3.33,105.9,104.8,99.7,101.5,79,65,3.0600000000000005,14,0
Saint Mary's,Purdue,15.48,16.25,114.3,116.2,98.8,99.9,0.17,8.81,104.1,108.4,103.9,99.6,69,72,-0.7699999999999996,-3,1
Alabama,Creighton,16.69,16.47,106.1,119.2,89.5,102.7,7.07,3.79,107.4,104.9,100.3,101.1,57,58,0.22000000000000242,-1,1
Iowa St.,Kentucky,16.69,32.59,113.9,122.2,97.2,89.6,7.22,7.99,107.0,106.8,99.8,98.8,71,87,-15.900000000000002,-16,1
Lehigh,Xavier,9.29,12.59,108.6,108.7,99.3,96.1,-5.57,7.24,100.3,107.4,105.8,100.1,58,70,-3.3000000000000007,-12,1
Colorado,Baylor,8.89,21.29,104.8,116.0,95.9,94.7,5.35,9.61,105.7,108.1,100.4,98.5,63,80,-12.399999999999999,-17,1
VCU,Indiana,13.45,22.55,106.9,120.2,93.5,97.6,0.53,8.41,101.9,107.4,101.4,99.0,61,63,-9.100000000000001,-2,1
Michigan St.,Saint Louis,27.87,21.2,114.7,111.9,86.9,90.7,10.21,4.36,108.6,105.0,98.4,100.6,65,61,6.670000000000002,4,0
Norfolk St.,Florida,-1.82,22.47,100.9,120.4,102.7,98.0,-6.31,7.18,100.3,105.4,106.6,98.2,50,84,-24.29,-34,1
Marquette,Murray St.,20.22,15.34,111.5,108.5,91.3,93.2,8.24,-2.34,106.6,102.9,98.3,105.2,62,53,4.879999999999999,9,0
New Mexico,Louisville,19.45,20.67,110.8,106.2,91.4,85.5,2.65,10.06,103.9,108.6,101.3,98.6,58,59,-1.2200000000000024,-1,1
Syracuse,Kansas St.,26.04,17.52,117.7,109.8,91.7,92.3,7.98,7.98,107.0,107.0,99.0,99.1,75,59,8.52,16,0
Gonzaga,Ohio St.,18.39,30.07,113.1,118.1,94.7,88.1,2.08,10.1,104.9,108.9,102.8,98.8,66,73,-11.68,-7,1
Cincinnati,Florida St.,16.03,17.14,109.5,107.6,93.5,90.4,6.9,7.54,105.7,106.9,98.8,99.4,62,56,-1.1099999999999994,6,0
Vanderbilt,Wisconsin,20.9,24.09,115.6,113.7,94.7,89.6,8.48,8.8,107.7,107.6,99.2,98.8,57,60,-3.1900000000000013,-3,1
North Carolina,Creighton,25.44,16.47,116.1,119.2,90.7,102.7,7.41,3.79,107.2,104.9,99.8,101.1,87,73,8.970000000000002,14,0
Purdue,Kansas,16.25,26.91,116.2,114.0,99.9,87.1,8.81,11.15,108.4,108.8,99.6,97.6,60,63,-10.66,-3,1
North Carolina St.,Georgetown,14.22,21.05,112.1,111.2,97.9,90.1,6.22,8.32,105.9,107.3,99.7,99.0,88,63,-6.83,25,0
Ohio,South Florida,11.88,13.13,106.6,103.9,94.7,90.8,0.8,8.17,103.6,107.2,102.8,99.0,62,56,-1.25,6,0
Indiana,Kentucky,22.55,32.59,120.2,122.2,97.6,89.6,8.41,7.99,107.4,106.8,99.0,98.8,90,102,-10.040000000000003,-12,1
Xavier,Baylor,12.59,21.29,108.7,116.0,96.1,94.7,7.24,9.61,107.4,108.1,100.1,98.5,70,75,-8.7,-5,1
Louisville,Michigan St.,20.67,27.87,106.2,114.7,85.5,86.9,10.06,10.21,108.6,108.6,98.6,98.4,57,44,-7.199999999999999,13,0
Florida,Marquette,22.47,20.22,120.4,111.5,98.0,91.3,7.18,8.24,105.4,106.6,98.2,98.3,68,58,2.25,10,0
Wisconsin,Syracuse,24.09,26.04,113.7,117.7,89.6,91.7,8.8,7.98,107.6,107.0,98.8,99.0,83,84,-1.9499999999999993,-1,1
Ohio St.,Cincinnati,30.07,16.03,118.1,109.5,88.1,93.5,10.1,6.9,108.9,105.7,98.8,98.8,81,66,14.04,15,0
North Carolina,Ohio,25.44,11.88,116.1,106.6,90.7,94.7,7.41,0.8,107.2,103.6,99.8,102.8,73,65,13.56,8,0
North Carolina St.,Kansas,14.22,26.91,112.1,114.0,97.9,87.1,6.22,11.15,105.9,108.8,99.7,97.6,57,60,-12.69,-3,1
Baylor,Kentucky,21.29,32.59,116.0,122.2,94.7,89.6,9.61,7.99,108.1,106.8,98.5,98.8,70,82,-11.300000000000004,-12,1
Louisville,Florida,20.67,22.47,106.2,120.4,85.5,98.0,10.06,7.18,108.6,105.4,98.6,98.2,72,68,-1.7999999999999972,4,0
Ohio St.,Syracuse,30.07,26.04,118.1,117.7,88.1,91.7,10.1,7.98,108.9,107.0,98.8,99.0,77,70,4.030000000000001,7,0
North Carolina,Kansas,25.44,26.91,116.1,114.0,90.7,87.1,7.41,11.15,107.2,108.8,99.8,97.6,67,80,-1.4699999999999989,-13,1
Louisville,Kentucky,20.67,32.59,106.2,122.2,85.5,89.6,10.06,7.99,108.6,106.8,98.6,98.8,61,69,-11.920000000000002,-8,1
Kansas,Ohio St.,26.91,30.07,114.0,118.1,87.1,88.1,11.15,10.1,108.8,108.9,97.6,98.8,64,62,-3.16,2,0
Kentucky,Kansas,32.59,26.91,122.2,114.0,89.6,87.1,7.99,11.15,106.8,108.8,98.8,97.6,67,59,5.680000000000003,8,0
Louisville,North Carolina A&T,32.92,-5.3,117.7,93.2,84.8,98.5,10.23,-6.98,107.4,97.2,97.2,104.2,79,48,38.22,31,0
Duke,Albany,26.98,1.36,119.1,102.6,92.1,101.3,9.95,-5.19,108.4,98.6,98.5,103.8,73,61,25.62,12,0
Valparaiso,Michigan St.,11.42,24.17,110.7,112.6,99.3,88.5,-1.5,11.91,101.5,108.8,103.0,96.9,54,65,-12.750000000000002,-11,1
Saint Louis,New Mexico St.,20.01,7.68,108.6,104.7,88.6,97.1,3.91,0.36,104.5,102.7,100.6,102.3,64,44,12.330000000000002,20,0
Oklahoma St.,Oregon,18.69,16.78,109.0,106.6,90.3,89.8,6.38,5.92,106.8,105.1,100.4,99.2,55,68,1.9100000000000001,-13,1
Saint Mary's,Memphis,19.33,16.33,116.1,107.3,96.8,91.0,3.18,1.9,104.9,104.8,101.7,102.9,52,54,3.0,-2,1
Creighton,Cincinnati,21.75,15.57,118.3,105.9,96.5,90.4,5.73,7.31,105.5,105.6,99.7,98.3,67,63,6.18,4,0
Colorado St.,Missouri,19.12,18.53,117.9,114.9,98.8,96.4,7.17,5.62,105.8,105.1,98.6,99.5,84,72,0.5899999999999999,12,0
Southern,Gonzaga,0.5,27.81,99.3,120.5,98.8,92.7,-11.47,4.37,95.2,105.4,106.7,101.0,58,64,-27.31,-6,1
Ohio St.,Iona,25.42,7.45,115.1,114.4,89.7,106.9,10.18,0.94,107.3,102.4,97.1,101.4,95,70,17.970000000000002,25,0
New Mexico,Harvard,19.02,7.07,109.9,108.1,90.9,101.1,7.98,0.6,106.4,102.8,98.4,102.2,62,68,11.95,-6,1
Kansas St.,La Salle,18.16,13.89,113.5,111.8,95.3,98.0,6.82,5.67,106.1,105.8,99.3,100.1,61,63,4.27,-2,1
Mississippi,Wisconsin,16.95,22.57,112.3,108.3,95.3,85.7,3.19,11.08,103.4,108.8,100.2,97.7,57,46,-5.620000000000001,11,0
Arizona,Belmont,21.88,14.92,115.4,111.6,93.5,96.6,7.99,-0.74,106.4,103.8,98.5,104.6,81,64,6.959999999999999,17,0
Iowa St.,Notre Dame,17.63,16.65,117.5,114.6,99.8,97.9,6.74,6.53,105.5,105.1,98.7,98.6,76,58,0.9800000000000004,18,0
Wichita St.,Pittsburgh,20.31,24.08,111.8,115.6,91.5,91.5,6.71,4.52,106.9,104.9,100.2,100.4,73,55,-3.7699999999999996,18,0
Western Kentucky,Kansas,-0.41,25.23,101.8,112.7,102.2,87.5,-2.47,7.05,100.9,106.8,103.3,99.8,57,64,-25.64,-7,1
Florida Gulf Coast,Georgetown,6.27,21.24,104.9,107.6,98.6,86.4,-2.79,7.42,101.3,106.3,104.1,98.9,78,68,-14.969999999999999,10,0
Florida,Northwestern St.,31.18,2.82,117.2,106.6,86.0,103.8,7.0,-3.56,105.6,99.6,98.6,103.2,79,47,28.36,32,0
Michigan,South Dakota St.,27.86,6.79,121.9,112.0,94.0,105.2,11.13,-3.31,108.2,102.0,97.0,105.3,71,56,21.07,15,0
VCU,Akron,20.28,11.52,114.0,106.8,93.7,95.2,5.09,-0.35,105.8,102.4,100.7,102.7,88,42,8.760000000000002,46,0
Minnesota,UCLA,19.85,14.53,114.8,111.1,95.0,96.6,11.22,8.06,108.5,105.9,97.3,97.9,83,63,5.320000000000002,20,0
San Diego St.,Oklahoma,17.43,13.8,107.7,111.1,90.3,97.3,7.65,7.8,106.6,106.4,98.9,98.6,70,55,3.629999999999999,15,0
North Carolina,Villanova,17.14,13.57,112.2,106.3,95.1,92.7,8.57,9.41,106.6,106.5,98.0,97.1,78,71,3.5700000000000003,7,0
James Madison,Indiana,-0.92,29.31,100.2,120.8,101.1,91.5,-3.42,8.86,101.9,106.7,105.3,97.8,62,83,-30.23,-21,1
Miami FL,Pacific,22.37,3.96,113.6,106.1,91.3,102.2,8.41,0.86,107.7,104.2,99.3,103.3,78,49,18.41,29,0
Marquette,Davidson,18.32,11.36,113.2,112.1,94.9,100.7,9.28,-5.09,105.9,100.3,96.6,105.4,59,58,6.960000000000001,1,0
Montana,Syracuse,2.14,24.83,104.9,113.1,102.8,88.3,-5.21,9.46,101.8,106.8,107.0,97.4,34,81,-22.689999999999998,-47,1
UNLV,California,16.07,13.11,106.0,107.3,90.0,94.2,6.23,8.35,106.1,106.0,99.9,97.6,61,64,2.960000000000001,-3,1
Butler,Bucknell,15.41,12.72,110.5,107.3,95.1,94.6,7.53,-1.72,106.8,102.4,99.3,104.1,68,56,2.6899999999999995,12,0
Colorado,Illinois,14.62,15.82,106.5,110.6,91.9,94.8,9.15,10.84,107.3,108.1,98.1,97.3,49,57,-1.200000000000001,-8,1
North Carolina St.,Temple,16.99,12.67,116.8,111.3,99.8,98.6,6.54,5.48,106.1,105.7,99.5,100.2,72,76,4.3199999999999985,-4,1
Colorado St.,Louisville,19.12,32.92,117.9,117.7,98.8,84.8,7.17,10.23,105.8,107.4,98.6,97.2,56,82,-13.8,-26,1
Duke,Creighton,26.98,21.75,119.1,118.3,92.1,96.5,9.95,5.73,108.4,105.5,98.5,99.7,66,50,5.23,16,0
Memphis,Michigan St.,16.33,24.17,107.3,112.6,91.0,88.5,1.9,11.91,104.8,108.8,102.9,96.9,48,70,-7.840000000000003,-22,1
Saint Louis,Oregon,20.01,16.78,108.6,106.6,88.6,89.8,3.91,5.92,104.5,105.1,100.6,99.2,57,74,3.2300000000000004,-17,1
Gonzaga,Wichita St.,27.81,20.31,120.5,111.8,92.7,91.5,4.37,6.71,105.4,106.9,101.0,100.2,70,76,7.5,-6,1
