Team1,Team2,Eff1,Eff2,Off1,Off2,Def1,Def2,SOS_Eff1,SOS_Eff2,SOS_Off1,SOS_Off2,SOS_Def1,SOS_Def2,BPI_Off1,BPI_Off2,BPI_Def1,BPI_Def2,BPI1,BPI2,Elo1,Elo2,Score1,Score2,Eff_Diff,Score_Diff,Winner
UNC Greensboro,Gonzaga,9.22,23.03,104.9,118.1,95.7,95.1,-4.57,1.57,103.7,106.4,108.2,104.8,0.1,9.4,6,5.9,6.1,15.4,1642.809098,1729.835376,64,68,-13.81,-4,1
Ohio St.,South Dakota St.,21.16,10.2,116,113.8,94.9,103.6,8.75,-0.09,109.8,105.8,101.1,105.9,7.3,6,6.6,-0.1,13.8,5.9,1680.02411,1659.352222,81,73,10.96,8,0
Houston,San Diego St.,20.24,14.09,114.6,110.5,94.4,96.4,3.9,3.46,106.6,107.2,102.7,103.8,6.8,3.6,6.6,5.1,13.4,8.8,1669.815625,1586.819232,67,65,6.15,2,0
Texas A&M,Providence,16.96,12.17,111.3,108.9,94.4,96.7,11.69,10.58,111.8,111.6,100.1,101.1,4.1,2.5,6.7,5.1,10.8,7.7,1649.797242,1595.456454,73,69,4.79,4,0
Florida St.,Missouri,17.77,14.83,114.3,111.9,96.5,97,9.27,9.55,109.6,109.8,100.3,100.2,6.2,4.4,5.3,4.8,11.5,9.1,1624.991108,1606.015099,67,54,2.94,13,0
Villanova,Radford,33.76,0.07,127.8,102.9,94,102.9,11.31,-4.03,111.3,102.8,100,106.9,15.5,-1,7.3,1.1,22.8,0.1,1806.034632,1568.850903,87,61,33.69,26,0
Purdue,Cal St. Fullerton,26.27,0.62,122.7,103.7,96.4,103.1,9.02,-1.2,109.1,103.8,100.1,105,12,-1.8,7,1.1,19,-0.7,1732.49751,1565.830536,74,48,25.65,26,0
Texas Tech,Stephen F. Austin,22.59,5.58,113.3,104.5,90.8,99,10.31,-7.16,110.7,100.6,100.4,107.8,5.8,0.1,9.3,3.4,15.1,3.5,1681.567672,1676.466455,70,60,17.01,10,0
Wichita St.,Marshall,19.03,6.53,121,109.4,101.9,102.9,5.13,0.07,107.3,105.6,102.2,105.5,10.4,2.5,3.8,0.6,14.2,3.1,1678.725049,1615.993122,75,81,12.5,-6,1
Murray St.,West Virginia,12.19,22.44,112.9,119.4,100.7,96.9,-3.56,10.59,102.9,109.9,106.4,99.3,5.6,9.4,2,6.4,7.6,15.8,1669.818878,1658.952505,68,85,-10.25,-17,1
St. Bonaventure,Florida,11.21,18.96,110.8,114.5,99.5,95.5,2.8,10.74,107,110.2,104.2,99.5,4.2,6.5,3.8,5.6,8,12.1,1656.795708,1608.176126,62,77,-7.75,-15,1
Butler,Arkansas,19.05,14.69,116.2,116.3,97.2,101.7,11.21,9.9,112,110.5,100.8,100.6,7,7.6,5.4,2.4,12.4,10,1606.445702,1624.796441,79,62,4.36,17,0
Virginia Tech,Alabama,16.03,13.41,115.3,108.7,99.3,95.2,7.91,11.17,109.2,110.9,101.3,99.7,8,2.7,3.2,6,11.2,8.6,1598.79505,1591.019815,83,86,2.62,-3,1
Kansas,Penn,23.49,3.69,120.9,103.1,97.4,99.4,12.41,-4.15,111.7,103.7,99.3,107.8,11.2,-0.1,5.2,4.3,16.5,4.2,1735.958566,1610.136935,76,60,19.8,16,0
Duke,Iona,28.86,2.63,122.4,110,93.6,107.3,10.6,-2.12,110.4,103.1,99.8,105.2,12.4,4.4,7.5,-1.3,19.8,3.1,1731.713733,1541.527829,89,67,26.23,22,0
Bucknell,Michigan St.,7.31,25.41,109.5,119.2,102.2,93.8,-4.35,6.64,102.8,108.6,107.1,101.9,3.8,10.1,2.6,7.7,6.4,17.8,1578.437975,1732.649169,78,82,-18.1,-4,1
Auburn,College of Charleston,18.69,5.16,115.4,108.7,96.7,103.6,7.52,-4.06,108.8,104.8,101.3,108.9,7.1,2.3,5.1,0.9,12.2,3.3,1697.474538,1633.2016,62,58,13.53,4,0
New Mexico St.,Clemson,12.92,21.65,107.9,114.2,95,92.6,-1.4,10.22,104,110.6,105.4,100.4,1.7,6,5.3,7.9,6.9,14,1693.177427,1680.229138,68,79,-8.73,-11,1
TCU,Syracuse,18.47,14.82,119.7,107,101.2,92.2,9.67,9.81,110.7,111.3,101,101.5,9.6,1.2,2.7,8.3,12.3,9.4,1657.722279,1632.289672,52,57,3.65,-5,1
Oklahoma,Rhode Island,14.16,13.93,114.6,111.1,100.5,97.2,11.68,3.49,111.3,107.6,99.6,104.1,6.8,4.7,2.7,5.9,9.4,10.5,1604.819562,1691.738629,78,83,0.23,-5,1
UMBC,Kansas St.,0.5,14.77,103.1,110.1,102.6,95.3,-4.38,9.39,102.7,111,107.1,101.6,-0.2,3.5,0.9,5.7,0.7,9.2,1576.007687,1617.535499,43,50,-14.27,-7,1
Nevada,Cincinnati,18.39,26.6,120.2,113.4,101.8,86.8,5.13,3.46,107,106.9,101.8,103.4,9.4,6.3,1.7,12.2,11.2,18.5,1717.431525,1741.169896,75,73,-8.21,2,0
Loyola Chicago,Tennessee,16.39,22.27,111.4,114.6,95,92.4,2.48,11.01,104.8,111.2,102.3,100.2,4.6,6,5,8.3,9.6,14.4,1712.591548,1677.563896,63,62,-5.88,1,0
Buffalo,Kentucky,11.53,20.44,114.7,115.8,103.2,95.4,-0.06,10.91,105.1,110.8,105.2,99.8,5.3,7,1.4,5.9,6.7,12.9,1664.693973,1685.371382,75,95,-8.91,-20,1
Florida St.,Xavier,17.77,21.51,114.3,120.1,96.5,98.6,9.27,9.35,109.6,109.9,100.3,100.6,6.2,10.5,5.3,4.2,11.5,14.7,1624.991108,1730.861294,75,70,-3.74,5,0
Texas A&M,North Carolina,16.96,23.59,111.3,120.3,94.4,96.7,11.69,13.26,111.8,111.6,100.1,98.3,4.1,10.3,6.7,5.8,10.8,16.1,1649.797242,1684.510285,86,65,-6.63,21,0
Michigan,Houston,24.2,20.24,114.7,114.6,90.5,94.4,10.32,3.9,111.4,106.6,101.1,102.7,6.5,6.8,8.5,6.6,15.1,13.4,1705.752713,1669.815625,64,63,3.96,1,0
Ohio St.,Gonzaga,21.16,23.03,116,118.1,94.9,95.1,8.75,1.57,109.8,106.4,101.1,104.8,7.3,9.4,6.6,5.9,13.8,15.4,1680.02411,1729.835376,84,90,-1.87,-6,1
Alabama,Villanova,13.41,33.76,108.7,127.8,95.2,94,11.17,11.31,110.9,111.3,99.7,100,2.7,15.5,6,7.3,8.6,22.8,1591.019815,1806.034632,58,81,-20.35,-23,1
Purdue,Butler,26.27,19.05,122.7,116.2,96.4,97.2,9.02,11.21,109.1,112,100.1,100.8,12,7,7,5.4,19,12.4,1732.49751,1606.445702,76,73,7.22,3,0
Texas Tech,Florida,22.59,18.96,113.3,114.5,90.8,95.5,10.31,10.74,110.7,110.2,100.4,99.5,5.8,6.5,9.3,5.6,15.1,12.1,1681.567672,1608.176126,69,66,3.63,3,0
West Virginia,Marshall,22.44,6.53,119.4,109.4,96.9,102.9,10.59,0.07,109.9,105.6,99.3,105.5,9.4,2.5,6.4,0.6,15.8,3.1,1658.952505,1615.993122,94,71,15.91,23,0
Seton Hall,Kansas,18.04,23.49,116.9,120.9,98.8,97.4,10.12,12.41,110.5,111.7,100.4,99.3,7.7,11.2,4,5.2,11.7,16.5,1640.078473,1735.958566,79,83,-5.45,-4,1
Rhode Island,Duke,13.93,28.86,111.1,122.4,97.2,93.6,3.49,10.6,107.6,110.4,104.1,99.8,4.7,12.4,5.9,7.5,10.5,19.8,1691.738629,1731.713733,62,87,-14.93,-25,1
Syracuse,Michigan St.,14.82,25.41,107,119.2,92.2,93.8,9.81,6.64,111.3,108.6,101.5,101.9,1.2,10.1,8.3,7.7,9.4,17.8,1632.289672,1732.649169,55,53,-10.59,2,0
Auburn,Clemson,18.69,21.65,115.4,114.2,96.7,92.6,7.52,10.22,108.8,110.6,101.3,100.4,7.1,6,5.1,7.9,12.2,14,1697.474538,1680.229138,53,84,-2.96,-31,1
Kansas St.,Kentucky,14.77,20.44,110.1,115.8,95.3,95.4,9.39,10.91,111,110.8,101.6,99.8,3.5,7,5.7,5.9,9.2,12.9,1617.535499,1685.371382,61,58,-5.67,3,0
Loyola Chicago,Nevada,16.39,18.39,111.4,120.2,95,101.8,2.48,5.13,104.8,107,102.3,101.8,4.6,9.4,5,1.7,9.6,11.2,1712.591548,1717.431525,69,68,-2,1,0
Florida St.,Gonzaga,17.77,23.03,114.3,118.1,96.5,95.1,9.27,1.57,109.6,106.4,100.3,104.8,6.2,9.4,5.3,5.9,11.5,15.4,1624.991108,1729.835376,75,60,-5.26,15,0
Texas A&M,Michigan,16.96,24.2,111.3,114.7,94.4,90.5,11.69,10.32,111.8,111.4,100.1,101.1,4.1,6.5,6.7,8.5,10.8,15.1,1649.797242,1705.752713,72,99,-7.24,-27,1
West Virginia,Villanova,22.44,33.76,119.4,127.8,96.9,94,10.59,11.31,109.9,111.3,99.3,100,9.4,15.5,6.4,7.3,15.8,22.8,1658.952505,1806.034632,78,90,-11.32,-12,1
Texas Tech,Purdue,22.59,26.27,113.3,122.7,90.8,96.4,10.31,9.02,110.7,109.1,100.4,100.1,5.8,12,9.3,7,15.1,19,1681.567672,1732.49751,78,65,-3.68,13,0
Kansas,Clemson,23.49,21.65,120.9,114.2,97.4,92.6,12.41,10.22,111.7,110.6,99.3,100.4,11.2,6,5.2,7.9,16.5,14,1735.958566,1680.229138,80,76,1.84,4,0
Duke,Syracuse,28.86,14.82,122.4,107,93.6,92.2,10.6,9.81,110.4,111.3,99.8,101.5,12.4,1.2,7.5,8.3,19.8,9.4,1731.713733,1632.289672,69,65,14.04,4,0
Loyola Chicago,Kansas St.,16.39,14.77,111.4,110.1,95,95.3,2.48,9.39,104.8,111,102.3,101.6,4.6,3.5,5,5.7,9.6,9.2,1712.591548,1617.535499,78,62,1.62,16,0
Michigan,Florida St.,24.2,17.77,114.7,114.3,90.5,96.5,10.32,9.27,111.4,109.6,101.1,100.3,6.5,6.2,8.5,5.3,15.1,11.5,1705.752713,1624.991108,58,54,6.43,4,0
Villanova,Texas Tech,33.76,22.59,127.8,113.3,94,90.8,11.31,10.31,111.3,110.7,100,100.4,15.5,5.8,7.3,9.3,22.8,15.1,1806.034632,1681.567672,71,59,11.17,12,0
Duke,Kansas,28.86,23.49,122.4,120.9,93.6,97.4,10.6,12.41,110.4,111.7,99.8,99.3,12.4,11.2,7.5,5.2,19.8,16.5,1731.713733,1735.958566,81,85,5.37,-4,1
Loyola Chicago,Michigan,16.39,24.2,111.4,114.7,95,90.5,2.48,10.32,104.8,111.4,102.3,101.1,4.6,6.5,5,8.5,9.6,15.1,1712.591548,1705.752713,57,69,-7.81,-12,1
Villanova,Kansas,33.76,23.49,127.8,120.9,94,97.4,11.31,12.41,111.3,111.7,100,99.3,15.5,11.2,7.3,5.2,22.8,16.5,1806.034632,1735.958566,95,79,10.27,16,0
Villanova,Michigan,33.76,24.2,127.8,114.7,94,90.5,11.31,10.32,111.3,111.4,100,101.1,15.5,6.5,7.3,8.5,22.8,15.1,1806.034632,1705.752713,79,62,9.56,17,0
