Rk,Team,Conf,W-L,AdjEM,AdjO,AdjO2,AdjD,AdjD2,AdjT,AdjT2,Luck,Luck2,Strength of Schedule AdjEM,Strength of Schedule AdjEM2,Strength of Schedule OppO,Strength of Schedule OppO2,Strength of Schedule OppD,Strength of Schedule OppD2,NCSOS AdjEM,NCSOS AdjEM2,Seed,Year,BPI Off,BPI Def,BPI,Elo
51,Arizona,P12,23-12,12.77,107.6,87,94.9,37,64.3,205,-0.051,291,3.71,86,105.2,71,101.5,107,1.3,115,1,2012,3.3,4.5,7.8,1623.579107
52,Minnesota,B10,23-15,12.77,108.5,79,95.8,42,63.9,230,0.018000000000000002,127,8.15,24,107.8,12,99.6,35,-5.15,298,6,2012,4.1,3.9,7.9,1606.311334
53,Xavier,A10,23-13,12.59,108.7,74,96.1,49,66.4,104,0.031,89,7.24,31,107.4,20,100.1,48,4.56,47,10,2012,5.2,2.8,8.0,1619.992738
54,Iona,MAAC,25-8,12.26,115.5,15,103.2,181,70.0,17,-0.011000000000000001,197,-1.04,178,102.6,177,103.7,181,4.87,42,14,2012,13.1,-3.5,9.6,1666.996868
55,Seton Hall,BE,21-13,12.19,106.7,99,94.6,31,64.8,186,0.001,171,5.47,55,105.9,52,100.4,62,-3.76,258,1,2012,2.2,5.4,7.6,1630.71421
56,Washington,P12,24-11,11.97,109.5,61,97.5,71,69.1,27,0.025,107,4.11,75,105.6,62,101.5,110,-0.07,159,1,2012,7.3,-1.6,5.7,1622.342593
57,Ohio,MAC,29-8,11.88,106.6,102,94.7,32,66.0,121,0.022000000000000002,116,0.8,139,103.6,135,102.8,157,-2.97,242,13,2012,2.3,4.6,6.9,1678.0173079999995
59,Oregon,P12,24-10,11.81,114.2,21,102.4,159,66.8,90,0.039,74,3.43,92,103.9,124,100.5,63,-3.09,247,3,2012,7.0,-0.1,6.9,1641.887634
60,St. Bonaventure,A10,20-12,11.78,110.6,53,98.9,93,63.0,269,-0.024,235,3.83,83,104.9,83,101.1,84,0.1,150,14,2012,3.5,3.9,7.4,1551.202752
61,South Dakota St.,Sum,27-8,11.62,113.7,26,102.1,152,64.8,182,0.03,93,-1.92,198,103.2,152,105.1,259,2.04,97,14,2012,7.0,-0.3,6.7,1643.141183
62,La Salle,A10,21-13,11.5,107.3,92,95.8,43,67.7,54,-0.096,339,1.91,119,104.4,102,102.5,145,-4.87,291,3,2012,5.1,2.5,7.5,1587.4357630000004
63,Tennessee,SEC,19-15,11.38,106.5,106,95.1,40,64.4,201,-0.04,264,6.23,42,106.9,32,100.7,71,-0.31,167,1,2012,2.1,4.5,6.6,1528.446743
65,New Mexico St.,WAC,26-10,11.22,109.3,65,98.1,81,69.4,23,-0.040999999999999995,266,-0.88,176,103.4,144,104.3,213,-0.87,185,13,2012,8.3,-1.6,6.7,1653.739082
66,San Diego St.,MWC,26-8,11.16,107.0,95,95.8,44,65.8,130,0.059000000000000004,39,3.33,94,104.8,84,101.5,109,-3.76,259,6,2012,3.1,3.4,6.5,1680.789216
67,Saint Joseph's,A10,20-14,10.92,110.5,54,99.6,109,65.0,174,-0.052000000000000005,293,4.93,64,105.9,48,101.0,83,3.13,76,2,2012,5.6,1.4,7.1,1585.24463
68,Southern Miss,CUSA,25-9,10.83,111.2,44,100.4,125,63.8,238,0.040999999999999995,68,4.41,69,104.7,90,100.3,51,2.32,90,9,2012,4.7,2.5,7.2,1687.310339
69,Dayton,A10,20-13,10.78,113.3,29,102.5,160,64.2,213,-0.016,207,4.01,77,104.6,95,100.5,65,-0.09,160,2,2012,5.6,0.4,6.0,1591.708802
70,Akron,MAC,22-12,10.66,108.3,81,97.7,74,66.4,103,-0.021,223,2.81,103,104.6,92,101.8,118,3.86,65,5,2012,4.7,1.7,6.4,1597.228578
71,Davidson,SC,25-8,10.65,112.0,33,101.4,141,67.4,65,0.008,151,-3.0,230,101.5,239,104.5,229,8.78,11,13,2012,8.2,-0.2,8.1,1660.268616
72,Northwestern,B10,19-14,10.53,114.8,16,104.3,202,62.5,283,0.049,57,8.54,12,107.5,16,98.9,14,-1.79,207,4,2012,5.5,1.2,6.7,1603.521707
74,Massachusetts,A10,25-12,9.83,106.2,114,96.3,51,73.2,3,0.055,50,3.72,85,105.0,77,101.2,97,-4.83,289,5,2012,9.2,-2.5,6.6,1617.566643
75,Northern Iowa,MVC,20-14,9.57,106.9,97,97.3,68,61.6,310,0.002,169,5.57,54,106.7,37,101.1,89,4.18,57,7,2012,-0.7,6.7,6.0,1604.91678
77,Mississippi St.,SEC,21-12,9.35,111.7,37,102.4,158,63.9,233,0.006999999999999999,154,3.39,93,104.3,103,101.0,81,-4.08,270,4,2012,6.0,0.9,6.9,1630.337729
78,Marshall,CUSA,21-14,9.32,109.4,63,100.1,120,65.2,164,0.026000000000000002,103,5.94,48,106.0,47,100.1,47,4.25,54,5,2012,4.8,0.7,5.5,1618.8450779999996
79,Lehigh,Pat,27-8,9.29,108.6,76,99.3,96,67.6,56,-0.026000000000000002,239,-5.57,300,100.3,293,105.8,295,-5.17,299,15,2012,6.1,-0.1,6.0,1626.386272
80,Cleveland St.,Horz,22-11,9.22,105.5,123,96.3,50,63.8,239,0.008,152,1.53,123,102.9,165,101.3,102,4.66,45,6,2012,0.5,6.0,6.5,1655.670065
81,Colorado,P12,24-12,8.89,104.8,137,95.9,46,65.1,170,0.081,19,5.35,59,105.7,57,100.4,58,0.06,154,11,2012,1.3,3.7,5.0,1606.494664
88,Colorado St.,MWC,20-12,8.17,111.9,35,103.7,189,63.6,250,0.075,21,4.39,70,104.7,87,100.3,56,0.85,131,11,2012,4.5,0.2,4.7,1608.089314
89,Bucknell,Pat,25-10,8.11,107.4,90,99.3,97,63.2,262,0.006999999999999999,153,-3.12,238,101.5,240,104.6,233,1.59,110,8,2012,0.7,4.3,5.0,1625.486306
91,Oral Roberts,Sum,27-7,8.04,111.8,36,103.7,191,63.2,261,0.063,33,-2.41,212,102.7,176,105.1,258,0.56,140,4,2012,3.9,1.3,5.1,1651.157631
93,Illinois St.,MVC,21-14,7.79,109.3,66,101.5,142,63.4,254,0.004,163,2.54,108,104.4,101,101.9,122,-7.47,328,7,2012,2.1,1.8,4.0,1567.000065
95,Mississippi,SEC,20-14,7.75,104.7,140,96.9,61,65.4,148,0.066,28,6.08,46,105.7,58,99.6,33,0.73,136,2,2012,1.9,3.4,5.3,1577.8118949999996
98,LSU,SEC,18-15,7.34,101.8,191,94.5,30,65.1,168,0.021,120,5.64,52,105.9,51,100.2,50,-1.87,212,6,2012,0.0,4.6,4.6,1548.731616
101,Iowa,B10,18-17,7.15,111.6,39,104.4,205,67.3,70,0.011000000000000001,144,7.01,36,107.4,17,100.4,61,-9.2,339,7,2012,6.8,-2.4,4.4,1507.5379039999998
103,UCF,CUSA,22-11,7.11,106.5,105,99.4,103,63.1,266,0.096,12,3.06,99,103.9,121,100.9,77,-4.44,281,6,2012,-0.3,3.4,3.1,1624.930377
104,Montana,BSky,25-7,6.76,103.7,155,96.9,63,64.2,211,0.064,31,-5.3,294,102.5,183,107.8,344,-0.72,181,13,2012,-0.6,5.3,4.8,1634.4458539999996
106,Nevada,WAC,28-7,6.52,105.9,118,99.4,100,64.2,215,0.126,2,-2.09,201,102.6,181,104.6,238,-5.97,312,5,2012,0.5,1.6,2.1,1680.562556
108,Lamar,Slnd,23-12,6.33,107.6,88,101.3,138,66.0,123,-0.027999999999999997,246,-3.98,252,99.4,310,103.4,173,5.21,37,16,2012,4.1,0.4,4.6,1595.995683
114,UNC Asheville,BSth,24-10,5.5,110.4,55,104.9,219,68.2,39,-0.001,173,-4.12,261,101.8,221,105.9,303,7.91,16,16,2012,8.6,-3.6,5.0,1604.560875
115,Detroit,Horz,22-14,5.48,108.1,82,102.6,164,67.1,76,-0.008,193,0.35,144,102.2,202,101.8,120,1.14,120,15,2012,4.7,-1.9,2.9,1525.426294
118,Vermont,AE,24-12,5.17,105.3,131,100.1,119,61.9,300,-0.024,236,-5.44,296,99.1,319,104.6,232,-1.55,201,16,2012,-0.4,3.5,3.1,1566.631573
121,UT Arlington,Slnd,24-9,5.1,105.4,127,100.3,124,70.8,11,0.021,119,-5.69,303,99.4,311,105.1,262,-1.8,208,8,2012,5.8,-1.0,4.9,1627.165957
129,Loyola MD,MAAC,24-9,3.91,103.9,150,100.0,116,63.6,251,0.114,6,-2.7,223,101.8,224,104.5,227,-0.69,180,15,2012,-0.8,3.0,2.3,1634.558681
138,Valparaiso,Horz,22-12,3.07,106.0,117,102.9,175,63.9,234,0.10099999999999999,10,0.67,141,102.7,173,102.1,129,2.25,93,7,2012,0.8,0.9,1.7,1594.456031
142,Stony Brook,AE,22-10,2.6,103.5,158,100.9,133,61.4,315,0.02,122,-7.28,328,98.9,323,106.2,312,-2.21,221,8,2012,-2.4,6.0,3.7,1574.23646
162,LIU Brooklyn,NEC,25-9,0.75,108.7,75,107.9,272,73.4,2,0.11699999999999999,5,-5.25,291,99.8,306,105.0,256,-2.27,225,16,2012,10.0,-9.0,1.1,1594.934245
183,Norfolk St.,MEAC,26-10,-1.82,100.9,211,102.7,165,66.6,93,0.18899999999999997,1,-6.31,313,100.3,292,106.6,324,1.39,112,15,2012,-1.1,-1.3,-2.5,1649.997445
193,Western Kentucky,SB,16-19,-2.67,97.8,264,100.5,127,67.9,47,0.083,18,0.0,156,102.3,198,102.3,140,2.63,87,16,2012,-2.6,-1.3,-3.9,1451.406324
237,Mississippi Valley St.,SWAC,21-13,-6.3,98.0,260,104.2,200,68.9,29,0.125,3,-8.67,336,96.5,337,105.2,268,14.37,3,16,2012,-0.1,-4.2,-4.3,1505.502428
1,Louisville,BE,35-5,32.92,117.7,7,84.8,1,65.8,116,-0.016,230,10.23,7,107.4,11,97.2,6,2.15,100,1,2013,10.7,10.3,21.0,1748.3870829999996
2,Florida,SEC,29-8,31.18,117.2,9,86.0,3,61.9,280,-0.08900000000000001,332,7.0,41,105.6,63,98.6,36,4.09,62,3,2013,7.5,13.7,21.2,1721.564747
3,Indiana,B10,29-7,29.31,120.8,2,91.5,19,66.0,105,-0.021,239,8.86,17,106.7,23,97.8,14,-5.16,294,1,2013,13.8,6.4,20.2,1731.651498
4,Michigan,B10,31-8,27.86,121.9,1,94.0,37,64.0,198,-0.006999999999999999,197,11.13,3,108.2,5,97.0,3,-3.09,257,4,2013,11.0,5.0,16.1,1728.3773170000004
5,Gonzaga,WCC,32-3,27.81,120.5,3,92.7,30,63.3,232,0.026000000000000002,116,4.37,87,105.4,75,101.0,102,5.03,39,1,2013,10.7,5.6,16.4,1771.617875
6,Duke,ACC,30-6,26.98,119.1,4,92.1,26,66.7,75,0.033,97,9.95,10,108.4,4,98.5,29,6.85,18,2,2013,12.2,5.4,17.6,1776.189307
7,Ohio St.,B10,29-8,25.42,115.1,14,89.7,9,63.6,218,0.02,135,10.18,9,107.3,12,97.1,5,-5.53,302,2,2013,7.5,8.5,15.9,1692.679257
8,Kansas,B12,31-6,25.23,112.7,27,87.5,5,66.4,86,0.01,153,7.05,40,106.8,19,99.8,66,2.64,87,1,2013,9.8,6.9,16.8,1739.135815
9,Syracuse,BE,30-10,24.83,113.1,26,88.3,6,63.1,235,-0.004,188,9.46,11,106.8,20,97.4,9,-4.44,282,4,2013,7.0,8.0,15.0,1713.888576
10,Michigan St.,B10,27-9,24.17,112.6,29,88.5,7,63.1,238,0.001,174,11.91,1,108.8,2,96.9,2,-0.75,183,3,2013,3.9,10.0,13.9,1688.31641
11,Pittsburgh,BE,24-9,24.08,115.6,12,91.5,21,59.3,337,-0.057999999999999996,304,4.52,84,104.9,89,100.4,87,-9.69,340,8,2013,4.5,12.2,16.7,1663.474377
12,Wisconsin,B10,23-12,22.57,108.3,73,85.7,2,60.4,319,-0.033,268,11.08,4,108.8,1,97.7,12,-3.2,262,5,2013,2.4,13.2,15.6,1621.1578029999996
13,Miami FL,ACC,29-7,22.37,113.6,22,91.3,18,61.9,281,0.027999999999999997,108,8.41,20,107.7,9,99.3,54,4.96,42,2,2013,4.7,9.3,14.0,1713.269812
14,Arizona,P12,27-8,21.88,115.4,13,93.5,32,65.5,133,-0.012,214,7.99,24,106.4,29,98.5,27,1.45,116,6,2013,9.2,5.3,14.5,1715.294123
15,Creighton,MVC,28-8,21.75,118.3,5,96.5,66,63.8,211,-0.009000000000000001,208,5.73,67,105.5,74,99.7,65,1.63,113,7,2013,8.9,4.5,13.4,1705.9925829999993
16,Georgetown,BE,25-7,21.24,107.6,80,86.4,4,61.2,300,0.038,82,7.42,33,106.3,34,98.9,43,-6.15,312,2,2013,2.4,11.7,14.1,1680.600803
17,Wichita St.,MVC,30-9,20.31,111.8,35,91.5,20,63.8,208,-0.002,185,6.71,51,106.9,17,100.2,79,0.17,152,9,2013,4.4,7.5,11.8,1718.158744
18,VCU,A10,27-9,20.28,114.0,20,93.7,36,66.4,91,0.002,171,5.09,76,105.8,56,100.7,97,-0.22,161,5,2013,9.6,4.8,14.4,1680.7278030000002
19,Saint Louis,A10,28-7,20.01,108.6,71,88.6,8,63.8,213,0.0,179,3.91,97,104.5,101,100.6,91,-3.98,273,4,2013,1.9,8.8,10.7,1674.368112
20,Minnesota,B10,21-13,19.85,114.8,16,95.0,46,62.3,274,-0.036000000000000004,273,11.22,2,108.5,3,97.3,7,2.07,103,11,2013,6.3,7.2,13.5,1662.242029
21,Saint Mary's,WCC,28-7,19.33,116.1,11,96.8,73,62.9,246,0.023,122,3.18,109,104.9,92,101.7,117,-0.49,172,11,2013,8.6,3.5,12.1,1687.575666
22,Colorado St.,MWC,26-9,19.12,117.9,6,98.8,104,63.8,210,0.02,133,7.17,37,105.8,57,98.6,32,-0.49,173,8,2013,6.7,1.8,8.6,1676.008614
23,New Mexico,MWC,29-6,19.02,109.9,53,90.9,16,63.7,214,0.073,27,7.98,25,106.4,31,98.4,25,4.42,51,3,2013,3.9,6.0,10.0,1744.057771
24,Oklahoma St.,B12,24-9,18.69,109.0,66,90.3,14,66.1,104,-0.016,229,6.38,57,106.8,22,100.4,86,-2.26,235,5,2013,5.4,5.6,11.0,1655.9503550000004
25,Missouri,SEC,23-11,18.53,114.9,15,96.4,63,66.3,93,-0.032,263,5.62,70,105.1,83,99.5,59,-2.02,225,9,2013,10.2,2.2,12.4,1650.569311
26,Marquette,BE,26-9,18.32,113.2,24,94.9,45,63.3,230,0.09,11,9.28,13,105.9,49,96.6,1,-1.14,196,3,2013,6.1,5.3,11.5,1662.807087
27,Kansas St.,B12,27-8,18.16,113.5,23,95.3,52,61.4,296,0.051,51,6.82,47,106.1,38,99.3,55,-3.29,264,4,2013,3.8,7.4,11.1,1688.744012
30,Iowa St.,B12,23-12,17.63,117.5,8,99.8,123,68.3,30,-0.046,288,6.74,50,105.5,71,98.7,40,-3.12,258,10,2013,12.6,-1.3,11.3,1626.123522
31,San Diego St.,MWC,23-11,17.43,107.7,78,90.3,13,65.5,132,-0.049,294,7.65,29,106.6,24,98.9,45,1.92,106,7,2013,4.8,6.0,10.8,1641.74428
32,North Carolina,ACC,25-11,17.14,112.2,31,95.1,47,69.6,12,0.038,86,8.57,19,106.6,25,98.0,17,-0.95,189,8,2013,10.0,1.1,11.1,1638.030374
33,North Carolina St.,ACC,24-11,16.99,116.8,10,99.8,122,66.8,69,-0.032,259,6.54,53,106.1,40,99.5,61,-0.36,167,8,2013,11.6,-0.4,11.3,1649.943938
34,Mississippi,SEC,27-9,16.95,112.3,30,95.3,51,69.2,19,-0.011000000000000001,213,3.19,108,103.4,131,100.2,80,-7.55,326,12,2013,10.3,1.2,11.5,1663.78369
35,Oregon,P12,28-9,16.78,106.6,105,89.8,11,67.9,37,0.052000000000000005,47,5.92,62,105.1,84,99.2,50,-8.08,332,12,2013,6.4,2.4,8.8,1673.269408
36,Notre Dame,BE,25-10,16.65,114.6,17,97.9,86,60.3,320,0.046,62,6.53,54,105.1,82,98.6,34,-6.61,318,7,2013,6.1,4.6,10.7,1659.390776
37,Memphis,CUSA,31-5,16.33,107.3,85,91.0,17,68.3,31,0.055999999999999994,39,1.9,120,104.8,93,102.9,161,0.43,138,6,2013,6.9,3.5,10.4,1719.893789
38,UNLV,MWC,25-10,16.07,106.0,115,90.0,12,67.9,42,-0.015,226,6.23,59,106.1,37,99.9,70,-0.28,162,5,2013,5.6,5.2,10.8,1669.28206
39,Illinois,B10,23-13,15.82,110.6,46,94.8,44,64.6,180,0.042,71,10.84,5,108.1,6,97.3,8,-0.8,185,7,2013,4.3,3.9,8.1,1649.876836
40,Cincinnati,BE,22-12,15.57,105.9,118,90.4,15,63.0,243,-0.012,215,7.31,35,105.6,66,98.3,23,-5.68,304,10,2013,2.9,8.5,11.4,1639.614275
42,Butler,A10,27-9,15.41,110.5,47,95.1,48,63.6,217,0.087,14,7.53,30,106.8,21,99.3,53,4.18,57,6,2013,4.4,4.6,9.0,1688.7851239999998
43,Belmont,OVC,26-7,14.92,111.6,37,96.6,69,65.9,114,0.013000000000000001,144,-0.74,157,103.8,118,104.6,244,5.39,33,11,2013,7.1,3.5,10.5,1685.4615010000002
44,Middle Tennessee,SB,28-6,14.77,107.3,89,92.5,28,63.4,223,0.052000000000000005,48,-2.3,191,100.7,243,103.0,171,4.87,43,11,2013,3.9,8.2,12.1,1702.9045210000004
45,Colorado,P12,21-12,14.62,106.5,109,91.9,23,63.7,215,0.028999999999999998,104,9.15,15,107.3,13,98.1,18,3.8,67,10,2013,2.5,4.6,7.1,1625.504393
46,UCLA,P12,25-10,14.53,111.1,42,96.6,67,68.1,35,0.068,32,8.06,22,105.9,44,97.9,16,0.43,139,6,2013,8.8,-1.0,7.8,1653.011924
50,La Salle,A10,24-10,13.89,111.8,34,98.0,87,64.6,177,0.051,50,5.67,68,105.8,53,100.1,77,-0.5,174,13,2013,6.2,2.3,8.4,1643.154714
51,Oklahoma,B12,20-12,13.8,111.1,41,97.3,80,65.2,141,0.004,166,7.8,27,106.4,30,98.6,31,2.47,91,10,2013,6.4,3.3,9.7,1627.884145
53,Villanova,BE,20-14,13.57,106.3,113,92.7,29,66.4,88,0.011000000000000001,150,9.41,12,106.5,27,97.1,4,0.3,143,9,2013,4.1,3.7,7.8,1572.575379
54,Boise St.,MWC,21-11,13.54,113.2,25,99.7,119,64.8,166,0.004,165,6.74,49,105.9,45,99.2,52,-1.38,205,13,2013,6.7,1.9,8.6,1616.313908
56,California,P12,21-12,13.11,107.3,88,94.2,39,64.9,159,0.040999999999999995,77,8.35,21,106.0,43,97.6,10,2.12,101,12,2013,5.5,4.9,10.4,1605.186028
58,Bucknell,Pat,28-6,12.72,107.3,87,94.6,43,61.9,282,-0.013999999999999999,220,-1.72,178,102.4,160,104.1,223,2.78,84,11,2013,0.5,7.4,7.9,1700.8313629999998
59,Temple,A10,24-10,12.67,111.3,39,98.6,100,65.6,121,0.038,87,5.48,72,105.7,58,100.2,82,0.82,130,9,2013,6.2,1.8,7.9,1650.107761
62,Akron,MAC,26-7,11.52,106.8,101,95.2,50,65.2,140,0.085,17,-0.35,147,102.4,157,102.7,150,0.28,147,12,2013,4.5,3.6,8.1,1672.488261
65,Valparaiso,Horz,26-8,11.42,110.7,44,99.3,111,64.3,188,0.021,130,-1.5,173,101.5,207,103.0,168,-3.18,261,14,2013,3.9,3.1,7.0,1633.50628
66,Davidson,SC,26-8,11.36,112.1,32,100.7,136,63.9,205,-0.002,186,-5.09,269,100.3,266,105.4,283,6.42,23,14,2013,6.4,3.3,9.7,1627.446561
88,New Mexico St.,WAC,24-11,7.68,104.7,137,97.1,76,63.8,212,0.039,78,0.36,138,102.7,148,102.3,135,3.94,64,13,2013,0.7,3.1,3.8,1582.770673
89,Iona,MAAC,20-14,7.45,114.4,18,106.9,256,69.7,10,-0.07,317,0.94,129,102.4,159,101.4,111,4.09,61,15,2013,12.6,-7.9,4.7,1557.67131
93,Harvard,Ivy,20-10,7.07,108.1,74,101.1,140,63.3,229,0.037000000000000005,89,0.6,133,102.8,145,102.2,126,5.07,38,14,2013,1.6,0.8,2.3,1588.463131
96,South Dakota St.,Sum,25-10,6.79,112.0,33,105.2,223,62.6,261,0.03,103,-3.31,231,102.0,174,105.3,280,4.11,59,13,2013,4.8,-0.2,4.7,1626.877753
105,Florida Gulf Coast,ASun,26-11,6.27,104.9,136,98.6,99,67.9,41,0.039,79,-2.79,213,101.3,215,104.1,221,4.57,48,15,2013,4.1,-0.7,3.3,1624.74616
128,Pacific,BW,22-13,3.96,106.1,114,102.2,158,62.2,275,0.07400000000000001,26,0.86,130,104.2,111,103.3,187,9.06,7,15,2013,-0.5,3.1,2.5,1565.793991
138,Northwestern St.,Slnd,23-9,2.82,106.6,106,103.8,195,71.9,1,0.075,25,-3.56,235,99.6,297,103.2,179,8.11,12,14,2013,7.6,-5.2,2.4,1614.428254
145,Montana,BSky,25-7,2.14,104.9,134,102.8,173,62.7,253,0.175,1,-5.21,276,101.8,186,107.0,337,8.71,10,13,2013,0.2,0.7,0.9,1652.56711
150,Albany,AE,24-11,1.36,102.6,171,101.3,144,61.7,289,0.08199999999999999,18,-5.19,275,98.6,318,103.8,210,-6.61,319,15,2013,-1.7,3.1,1.3,1606.709319
162,Southern,SWAC,23-10,0.5,99.3,231,98.8,103,63.4,222,-0.031,257,-11.47,347,95.2,347,106.7,331,4.12,58,16,2013,-2.9,4.0,1.1,1579.3261289999996
173,Western Kentucky,SB,20-16,-0.41,101.8,188,102.2,157,64.6,179,0.028999999999999998,105,-2.47,199,100.9,235,103.3,186,3.24,75,16,2013,-1.5,1.1,-0.4,1537.001702
182,James Madison,CAA,21-15,-0.92,100.2,218,101.1,141,62.9,248,0.063,34,-3.42,233,101.9,180,105.3,279,-4.5,283,16,2013,-2.6,0.3,-2.3,1506.669325
192,LIU Brooklyn,NEC,20-14,-2.13,110.5,48,112.6,327,67.3,57,0.015,142,-6.79,312,99.3,309,106.0,313,-5.01,292,16,2013,7.8,-8.7,-0.9,1490.8875449999996
227,North Carolina A&T,MEAC,20-17,-5.3,93.2,311,98.5,96,65.5,134,0.037000000000000005,90,-6.98,318,97.2,329,104.2,229,-1.55,211,16,2013,-5.7,1.9,-3.7,1488.447402
266,Liberty,BSth,15-21,-9.38,101.3,196,110.6,312,64.4,186,-0.034,271,-6.47,308,99.4,306,105.8,309,-0.41,171,16,2013,-1.8,-4.7,-6.5,1397.559912
1,Louisville,Amer,31-6,30.41,118.9,7,88.5,5,67.2,60,-0.045,278,4.31,95,107.0,100,102.7,93,-4.65,295,4,2014,10.7,9.4,20.1,1715.056447
2,Arizona,P12,33-5,30.11,116.5,20,86.4,1,62.8,272,0.013999999999999999,151,9.3,17,109.9,20,100.6,18,1.62,113,1,2014,5.9,11.8,17.7,1785.856138
3,Florida,SEC,36-3,28.57,116.5,19,88.0,3,61.3,318,0.053,68,9.02,22,109.4,32,100.4,14,2.39,94,1,2014,5.2,14.0,19.2,1784.930194
4,Virginia,ACC,30-7,26.46,114.8,27,88.3,4,59.5,345,0.012,154,8.67,28,109.4,31,100.8,27,1.57,114,1,2014,0.2,16.1,16.4,1695.831784
5,Wisconsin,B10,30-8,25.89,122.0,4,96.1,35,62.4,286,0.019,133,11.44,3,110.2,13,98.8,2,3.33,68,2,2014,7.8,8.0,15.8,1743.551886
6,Wichita St.,MVC,35-1,25.36,117.8,17,92.4,11,63.5,243,-0.009000000000000001,205,1.04,125,105.8,119,104.8,144,2.89,79,1,2014,5.4,9.2,14.6,1816.910132
7,Kansas,B12,25-10,24.6,119.3,6,94.7,22,66.6,83,-0.051,295,12.13,1,112.2,1,100.0,7,9.47,11,2,2014,11.0,4.8,15.8,1689.270456
8,Duke,ACC,26-9,24.25,124.7,1,100.4,86,64.6,179,-0.035,255,8.76,25,109.2,34,100.5,17,2.4,93,3,2014,13.6,5.2,18.8,1684.72701
9,Michigan St.,B10,29-9,23.92,118.6,13,94.7,21,64.4,188,-0.003,192,10.44,6,110.2,15,99.7,5,0.57,144,4,2014,8.5,6.9,15.4,1710.91144
10,Tennessee,SEC,24-13,23.69,117.9,15,94.2,19,61.6,313,-0.099,341,8.12,36,108.9,46,100.8,29,1.46,115,11,2014,5.1,9.4,14.5,1608.6479359999996
11,Villanova,BE,29-5,23.68,116.3,21,92.6,12,66.0,103,0.075,30,7.47,49,110.1,18,102.6,90,2.61,87,2,2014,8.7,7.5,16.2,1739.4050579999996
12,Michigan,B10,28-9,23.44,123.9,3,100.5,89,61.0,330,0.047,76,11.65,2,110.3,12,98.6,1,0.62,142,2,2014,8.7,7.0,15.7,1660.933434
13,Kentucky,SEC,29-11,22.55,118.3,14,95.8,32,64.0,217,-0.025,240,10.73,5,110.5,7,99.8,6,4.19,60,8,2014,8.9,6.0,14.9,1675.421684
14,UCLA,P12,28-9,22.53,118.7,11,96.1,37,68.4,33,-0.019,224,7.63,43,109.1,39,101.5,58,-3.26,262,4,2014,12.0,1.8,13.8,1687.541969
15,Connecticut,Amer,32-8,22.13,113.6,39,91.5,10,63.2,254,0.08,23,9.43,13,109.7,24,100.3,11,0.91,134,7,2014,4.3,8.5,12.7,1706.4032129999996
16,Pittsburgh,ACC,26-10,21.89,116.9,18,95.0,25,62.2,295,-0.038,264,7.62,44,108.0,69,100.4,13,-3.66,275,9,2014,7.1,8.3,15.4,1677.4233789999996
17,Creighton,BE,27-8,21.72,124.2,2,102.5,124,63.6,237,0.024,128,7.5,48,108.5,58,101.0,35,1.31,122,3,2014,11.4,3.3,14.8,1696.493966
18,Syracuse,ACC,28-6,21.62,114.6,28,93.0,13,59.6,344,0.016,141,7.23,55,109.4,33,102.2,74,-1.01,189,3,2014,1.7,12.6,14.3,1741.1194890000004
19,Ohio St.,B10,25-10,21.3,109.3,103,88.0,2,64.0,218,-0.043,275,7.8,39,109.2,36,101.4,50,-3.36,267,6,2014,2.1,11.8,13.8,1693.020666
20,Iowa St.,B12,28-8,21.07,118.9,9,97.8,55,70.2,12,0.064,42,10.77,4,111.1,2,100.4,12,1.44,117,3,2014,12.8,0.0,12.9,1694.62934
21,Oklahoma St.,B12,21-13,20.98,115.9,22,95.0,24,67.2,59,-0.11,343,9.06,21,109.9,19,100.8,28,-1.15,194,9,2014,10.3,3.8,14.1,1629.830991
22,Iowa,B10,20-13,20.44,120.2,5,99.8,77,68.6,29,-0.11599999999999999,347,8.35,32,108.6,55,100.2,10,-6.19,318,11,2014,12.4,1.7,14.1,1628.065425
23,San Diego St.,MWC,31-5,20.38,110.4,86,90.0,7,62.3,294,0.067,37,5.18,79,108.0,68,102.8,96,2.71,86,4,2014,1.8,11.5,13.3,1737.129039
24,Gonzaga,WCC,29-7,20.14,114.0,35,93.8,18,65.0,154,0.016,146,5.05,83,109.0,42,103.9,110,2.2,100,8,2014,7.1,5.7,12.8,1702.9281649999998
25,VCU,A10,26-9,19.8,109.2,106,89.4,6,68.9,22,-0.057999999999999996,308,5.45,77,107.4,88,102.0,66,1.33,118,5,2014,6.8,6.2,13.0,1669.196926
26,Baylor,B12,26-12,19.39,118.9,10,99.5,70,61.3,319,0.012,157,10.31,7,111.0,3,100.6,20,-0.36,171,6,2014,5.8,5.2,11.0,1659.09819
27,Cincinnati,Amer,27-7,19.24,109.7,98,90.4,9,61.1,328,0.036000000000000004,97,4.72,92,107.3,93,102.6,88,-4.57,294,5,2014,-0.1,12.2,12.1,1715.4276719999998
28,Oregon,P12,24-10,19.02,118.9,8,99.9,79,67.5,50,-0.037000000000000005,262,7.39,50,109.1,37,101.8,62,-1.18,197,7,2014,11.7,-0.2,11.4,1664.912832
29,North Carolina,ACC,24-10,18.44,112.6,48,94.2,20,69.2,18,0.0,186,8.83,23,110.5,9,101.6,60,1.31,121,6,2014,8.2,3.8,12.0,1646.898325
